Votes,Avg_Rating,Geek_Rating
20,8.84,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7,N/A
,,
5,8.8,N/A
,,
N/A,N/A,N/A
,,
129,7.96,5.71
,,
4,6.5,N/A
,,
2,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
2,6,N/A
,,
1,7.5,N/A
,,
1,2,N/A
,,
2,7.5,N/A
,,
1,7,N/A
,,
3,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
7,6.14,N/A
,,
8,7.75,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
5,7.2,N/A
,,
1,7,N/A
,,
37,8.2,5.572
,,
2,6.5,N/A
,,
1,5,N/A
,,
2,6.5,N/A
,,
N/A,N/A,N/A
,,
4,8.75,N/A
,,
N/A,N/A,N/A
,,
13,9.15,N/A
,,
3,9,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6,N/A
,,
1,8,N/A
,,
3,7.67,N/A
,,
4,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,6.06,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
8,7.38,N/A
,,
15,8.1,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
23,8.96,N/A
,,
8,7.75,N/A
,,
1,3,N/A
,,
5,8,N/A
,,
2,8,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
1,6.5,N/A
,,
N/A,N/A,N/A
,,
12,8.25,N/A
,,
5,8.4,N/A
,,
12,7.25,N/A
,,
8,8.81,N/A
,,
22,6.75,N/A
,,
3,9.17,N/A
,,
2,8,N/A
,,
15,7.82,N/A
,,
7,6.46,N/A
,,
1,8,N/A
,,
8,8.56,N/A
,,
11,8.05,N/A
,,
7,8.5,N/A
,,
1,6,N/A
,,
14,7.54,N/A
,,
N/A,N/A,N/A
,,
9,5.12,N/A
,,
3,5,N/A
,,
4,8.75,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
21,7.71,N/A
,,
4,9,N/A
,,
11,7.5,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
6,6.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,9,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
19,7.08,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
12,5.67,N/A
,,
N/A,N/A,N/A
,,
4,6.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,4.88,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,7.43,N/A
,,
7,8.29,N/A
,,
7,8.57,N/A
,,
5,8,N/A
,,
N/A,N/A,N/A
,,
5,7.8,N/A
,,
2,7.5,N/A
,,
21,5.71,N/A
,,
N/A,N/A,N/A
,,
2,6.5,N/A
,,
N/A,N/A,N/A
,,
6,7.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6.5,N/A
,,
19,8,N/A
,,
N/A,N/A,N/A
,,
4,7.12,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
2,4,N/A
,,
6,4.12,N/A
,,
10,7.7,N/A
,,
5,6.9,N/A
,,
3,6.33,N/A
,,
1,9,N/A
,,
N/A,N/A,N/A
,,
5,7,N/A
,,
1,7,N/A
,,
1,9,N/A
,,
14,7.18,N/A
,,
3,8.33,N/A
,,
N/A,N/A,N/A
,,
4,8.25,N/A
,,
4,8.5,N/A
,,
6,8.33,N/A
,,
1,7,N/A
,,
3,8,N/A
,,
3,8.67,N/A
,,
1,9,N/A
,,
13,8.19,N/A
,,
2,6,N/A
,,
1,8,N/A
,,
1,4,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
1,9,N/A
,,
1,6,N/A
,,
1,8,N/A
,,
1,9,N/A
,,
2,7.5,N/A
,,
1,4,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
1,8,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
3,4.33,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,7,N/A
,,
2,6.75,N/A
,,
8,6.71,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,9.21,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
2,4.75,N/A
,,
6,9.33,N/A
,,
33,7.54,5.538
,,
25,7.74,N/A
,,
N/A,N/A,N/A
,,
18,7.89,N/A
,,
2,7.5,N/A
,,
18,7.36,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,7.25,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,6.17,N/A
,,
4,5.75,N/A
,,
N/A,N/A,N/A
,,
42,8.08,5.58
,,
75,7.85,5.623
,,
2,6,N/A
,,
9,8.33,N/A
,,
10,8.15,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
13,8.69,N/A
,,
10,8.9,N/A
,,
N/A,N/A,N/A
,,
7,8.29,N/A
,,
4,7.5,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
17,8.06,N/A
,,
N/A,N/A,N/A
,,
47,6.48,5.537
,,
198,5.94,5.537
,,
75,6.3,5.537
,,
42,6.67,5.537
,,
33,6.98,5.537
,,
39,6.67,5.537
,,
64,6.54,5.537
,,
32,7.07,5.537
,,
30,7.16,5.537
,,
80,6.14,5.537
,,
116,5.96,5.537
,,
52,6.54,5.537
,,
32,7.07,5.537
,,
48,6.52,5.537
,,
30,7.27,5.537
,,
68,6.19,5.537
,,
54,6.62,5.537
,,
66,7.28,5.537
,,
41,6.78,5.537
,,
48,6.73,5.537
,,
32,7.02,5.537
,,
78,6.42,5.537
,,
52,6.58,5.537
,,
50,6.42,5.537
,,
30,7.22,5.537
,,
223,5.75,5.537
,,
60,6.29,5.537
,,
33,7.3,5.537
,,
39,7.12,5.537
,,
94,6.21,5.537
,,
63,6.47,5.537
,,
46,6.67,5.537
,,
84,6.08,5.537
,,
36,7.36,5.537
,,
32,7.15,5.537
,,
314,5.71,5.537
,,
103,5.99,5.537
,,
46,6.64,5.537
,,
38,6.81,5.537
,,
38,7.32,5.537
,,
178,5.96,5.537
,,
120,5.97,5.537
,,
224,5.78,5.537
,,
119,5.96,5.537
,,
34,6.82,5.537
,,
79,6.33,5.537
,,
54,6.46,5.537
,,
54,6.49,5.537
,,
61,6.59,5.537
,,
31,7.09,5.537
,,
39,6.96,5.537
,,
39,6.78,5.537
,,
54,6.39,5.537
,,
105,6.04,5.537
,,
32,7.36,5.537
,,
67,6.19,5.537
,,
134,5.89,5.537
,,
81,6.19,5.537
,,
128,5.91,5.536
,,
219,5.9,5.536
,,
46,6.66,5.536
,,
35,6.96,5.536
,,
669,5.86,5.536
,,
43,6.61,5.536
,,
66,6.6,5.536
,,
52,6.52,5.536
,,
106,5.95,5.536
,,
49,6.49,5.536
,,
39,7.37,5.536
,,
34,7.12,5.536
,,
59,6.57,5.536
,,
44,6.57,5.536
,,
139,6.06,5.536
,,
45,6.63,5.536
,,
170,5.82,5.536
,,
58,6.33,5.536
,,
93,6.05,5.536
,,
63,6.16,5.536
,,
51,6.55,5.536
,,
300,5.79,5.536
,,
87,6.53,5.536
,,
69,6.37,5.536
,,
63,6.41,5.536
,,
48,6.44,5.536
,,
35,6.94,5.536
,,
42,6.79,5.536
,,
70,6.22,5.536
,,
32,7.49,5.536
,,
60,6.52,5.536
,,
80,6.09,5.536
,,
237,5.9,5.536
,,
64,6.97,5.536
,,
30,8.07,5.536
,,
39,6.78,5.536
,,
76,6.1,5.536
,,
34,6.95,5.536
,,
87,6.05,5.536
,,
34,7.31,5.536
,,
38,6.83,5.536
,,
43,7.22,5.536
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
2,6.5,N/A
,,
1,4,N/A
,,
1,5,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
6,6.25,N/A
,,
31,8.05,5.552
,,
9,7.5,N/A
,,
11,8.32,N/A
,,
N/A,N/A,N/A
,,
2,8,N/A
,,
4,8,N/A
,,
1,6,N/A
,,
3,7.33,N/A
,,
1,7,N/A
,,
2,4,N/A
,,
14,8.25,N/A
,,
16,8.44,N/A
,,
20,8.74,N/A
,,
18,8.74,N/A
,,
N/A,N/A,N/A
,,
15,6.77,N/A
,,
1,1,N/A
,,
1,6.5,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
7,6.71,N/A
,,
4,7.5,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
3,8.67,N/A
,,
7,7.64,N/A
,,
8,6.64,N/A
,,
2,4.5,N/A
,,
3,8.33,N/A
,,
47,8.2,5.599
,,
1,7,N/A
,,
17,6.82,N/A
,,
8,7.97,N/A
,,
8,7.72,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,7.57,N/A
,,
N/A,N/A,N/A
,,
3,7.83,N/A
,,
1,7.5,N/A
,,
2,7.9,N/A
,,
2,6.5,N/A
,,
18,6.06,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
5,6.4,N/A
,,
4,7,N/A
,,
N/A,N/A,N/A
,,
4,9,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
8,8.81,N/A
,,
12,8.08,N/A
,,
1,8,N/A
,,
12,8.4,N/A
,,
11,6.41,N/A
,,
17,6.59,N/A
,,
4,8.75,N/A
,,
1,6,N/A
,,
12,8.43,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,7.17,N/A
,,
N/A,N/A,N/A
,,
8,7.44,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
3,8,N/A
,,
N/A,N/A,N/A
,,
10,6.65,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
23,8.59,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,8.08,N/A
,,
2,8,N/A
,,
5,9,N/A
,,
3,9,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
18,6.19,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
1,4,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
14,6.36,N/A
,,
N/A,N/A,N/A
,,
16,6.69,N/A
,,
6,7.05,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,7.43,N/A
,,
N/A,N/A,N/A
,,
4,5.62,N/A
,,
2,7.75,N/A
,,
6,4.83,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
1,8,N/A
,,
1,8,N/A
,,
2,8.5,N/A
,,
3,7.17,N/A
,,
2,7,N/A
,,
2,6.5,N/A
,,
1,4.8,N/A
,,
2,8.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
1,10,N/A
,,
N/A,N/A,N/A
,,
10,7.1,N/A
,,
9,8.53,N/A
,,
14,8.33,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
2,5.75,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6.33,N/A
,,
4,6.75,N/A
,,
N/A,N/A,N/A
,,
2,8.5,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
2,6.5,N/A
,,
27,8.82,N/A
,,
4,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
7,6.71,N/A
,,
3,3.89,N/A
,,
2,6,N/A
,,
2,8.25,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
5,6.3,N/A
,,
2,6,N/A
,,
4,9.25,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
7,6.21,N/A
,,
7,6.36,N/A
,,
8,6.44,N/A
,,
8,6.31,N/A
,,
10,6.65,N/A
,,
6,5.92,N/A
,,
4,6.75,N/A
,,
1,9,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
14,6.57,N/A
,,
2,8.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,6.67,N/A
,,
4,7.25,N/A
,,
N/A,N/A,N/A
,,
20,7.84,N/A
,,
1,9,N/A
,,
3,8.33,N/A
,,
10,7.15,N/A
,,
3,9,N/A
,,
21,7.35,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
3,8,N/A
,,
1,8,N/A
,,
2,8.3,N/A
,,
9,8.89,N/A
,,
17,7.85,N/A
,,
8,8.75,N/A
,,
N/A,N/A,N/A
,,
6,6.33,N/A
,,
2,8,N/A
,,
6,9.17,N/A
,,
9,6.11,N/A
,,
N/A,N/A,N/A
,,
8,5.88,N/A
,,
7,9.29,N/A
,,
3,3.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
5,7,N/A
,,
1,9,N/A
,,
1,8,N/A
,,
6,8.17,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,7.33,N/A
,,
N/A,N/A,N/A
,,
19,6.34,N/A
,,
8,7.38,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
20,6.02,N/A
,,
N/A,N/A,N/A
,,
15,6.59,N/A
,,
9,8.99,N/A
,,
N/A,N/A,N/A
,,
15,7.47,N/A
,,
8,3.98,N/A
,,
15,8.74,N/A
,,
14,5.56,N/A
,,
1,8,N/A
,,
6,6.83,N/A
,,
5,5.6,N/A
,,
50,8.52,5.607
,,
5,8.6,N/A
,,
28,8.17,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
27,6.8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,6.8,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
15,6.43,N/A
,,
2,9,N/A
,,
11,8.35,N/A
,,
1,7,N/A
,,
2,7.5,N/A
,,
2,5.5,N/A
,,
N/A,N/A,N/A
,,
3,6.25,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
22,8.61,N/A
,,
N/A,N/A,N/A
,,
2,5.75,N/A
,,
12,9.62,N/A
,,
2,8.5,N/A
,,
1,9,N/A
,,
2,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
7,8.93,N/A
,,
2,9,N/A
,,
10,7.53,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
4,3.42,N/A
,,
N/A,N/A,N/A
,,
20,7.51,N/A
,,
3,8,N/A
,,
3,7.5,N/A
,,
3,9,N/A
,,
3,9.33,N/A
,,
1,7,N/A
,,
1,8,N/A
,,
18,8.57,N/A
,,
3,7.5,N/A
,,
4,8.88,N/A
,,
N/A,N/A,N/A
,,
6,8.67,N/A
,,
4,8.75,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
4,8.5,N/A
,,
4,8.75,N/A
,,
3,8.17,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
2,8.5,N/A
,,
4,9,N/A
,,
2,7.5,N/A
,,
9,5.28,N/A
,,
187,7.63,5.737
,,
4,8,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,5,N/A
,,
15,7.58,N/A
,,
29,8.86,N/A
,,
12,9.25,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
4,4.5,N/A
,,
7,7.14,N/A
,,
13,8.46,N/A
,,
29,9.4,N/A
,,
16,6.53,N/A
,,
9,9.5,N/A
,,
2,7.5,N/A
,,
7,7.21,N/A
,,
7,8.21,N/A
,,
N/A,N/A,N/A
,,
15,8.17,N/A
,,
N/A,N/A,N/A
,,
10,7.45,N/A
,,
87,8.36,5.677
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
13,8.07,N/A
,,
19,7.07,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.67,N/A
,,
12,6.3,N/A
,,
13,5.05,N/A
,,
6,5.83,N/A
,,
22,6.04,N/A
,,
8,6.5,N/A
,,
1,5,N/A
,,
5,6.2,N/A
,,
18,7.94,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
2,8.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
10,5.55,N/A
,,
3,5.17,N/A
,,
N/A,N/A,N/A
,,
6,8.83,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
21,6.81,N/A
,,
8,8.38,N/A
,,
6,6.67,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
12,7.08,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
9,8.89,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6.7,N/A
,,
19,8.03,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
30,8.31,5.569
,,
4,8.47,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,5.27,N/A
,,
4,6.75,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,6.36,N/A
,,
7,7.14,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,8.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,8.2,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
4,8.75,N/A
,,
2,7.5,N/A
,,
1,4,N/A
,,
2,8.5,N/A
,,
8,8.31,N/A
,,
9,6.83,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
3,7.03,N/A
,,
3,8.33,N/A
,,
8,7.5,N/A
,,
9,8.44,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.67,N/A
,,
9,8.11,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
12,8.37,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
5,7.1,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
9,5.58,N/A
,,
1,5,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
286,8.15,5.959
,,
1,7,N/A
,,
13,7.9,N/A
,,
13,7.81,N/A
,,
13,7.77,N/A
,,
13,7.77,N/A
,,
14,7.88,N/A
,,
3,8.67,N/A
,,
3,7,N/A
,,
2,7,N/A
,,
3,6.67,N/A
,,
9,7.67,N/A
,,
8,7.56,N/A
,,
9,7.5,N/A
,,
5,7.3,N/A
,,
3,8.67,N/A
,,
3,5,N/A
,,
7,6.43,N/A
,,
1,8,N/A
,,
5,8.2,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7,N/A
,,
N/A,N/A,N/A
,,
5,7.6,N/A
,,
8,7.12,N/A
,,
19,6.76,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.67,N/A
,,
3,8.67,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
2,9,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
24,7.98,N/A
,,
27,7.87,N/A
,,
N/A,N/A,N/A
,,
3,6.67,N/A
,,
N/A,N/A,N/A
,,
26,6.93,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
1,9,N/A
,,
2,6,N/A
,,
1,3,N/A
,,
10,7.36,N/A
,,
2,9,N/A
,,
1,6.8,N/A
,,
1,5,N/A
,,
3,9.33,N/A
,,
8,5.62,N/A
,,
N/A,N/A,N/A
,,
11,7.98,N/A
,,
N/A,N/A,N/A
,,
6,8.15,N/A
,,
4,8.25,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
8,7.69,N/A
,,
2,7.5,N/A
,,
1,7,N/A
,,
6,8.17,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
1,7,N/A
,,
22,6.32,N/A
,,
3,8.33,N/A
,,
7,8.64,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
33,8.04,5.566
,,
21,7.02,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
5,5.4,N/A
,,
7,5.93,N/A
,,
5,6.9,N/A
,,
N/A,N/A,N/A
,,
21,5.64,N/A
,,
2,7.5,N/A
,,
7,8.53,N/A
,,
2,7.5,N/A
,,
20,7.03,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
5,8.06,N/A
,,
N/A,N/A,N/A
,,
1,6.8,N/A
,,
7,6.14,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,4.75,N/A
,,
4,4.75,N/A
,,
N/A,N/A,N/A
,,
4,5.75,N/A
,,
N/A,N/A,N/A
,,
6,5.83,N/A
,,
6,7.58,N/A
,,
4,8.05,N/A
,,
1,9,N/A
,,
4,7,N/A
,,
2,7,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
8,7.69,N/A
,,
7,7.21,N/A
,,
23,7.27,N/A
,,
20,7.4,N/A
,,
23,7.44,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
2,7.5,N/A
,,
3,5,N/A
,,
N/A,N/A,N/A
,,
2,8.5,N/A
,,
2,6.5,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
6,7.17,N/A
,,
1,8,N/A
,,
8,5.44,N/A
,,
N/A,N/A,N/A
,,
2,4,N/A
,,
3,7,N/A
,,
3,7.67,N/A
,,
N/A,N/A,N/A
,,
3,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
26,5.85,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
7,5.93,N/A
,,
3,8,N/A
,,
5,8.2,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
2,1,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
46,6.92,5.539
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
3,9,N/A
,,
3,7.67,N/A
,,
5,8.6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
20,6.37,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
17,7.09,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
2,7.5,N/A
,,
1,7,N/A
,,
9,8.78,N/A
,,
1,6,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
6,8.83,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,8.67,N/A
,,
7,6.71,N/A
,,
N/A,N/A,N/A
,,
17,8.4,N/A
,,
1,7,N/A
,,
5,8.8,N/A
,,
1,4,N/A
,,
1,1,N/A
,,
2,6.5,N/A
,,
1,1,N/A
,,
